Survey Collection ID,System,School,Survey Type,Delivery Method,Date,Primary Facilitator,Secondary Facilitator,Tertiary Facilitator,Quaternary Facilitator,Submitter Role,Clear about change we seek,Clear about roles and responsibilities,Confident plan will achieve goals,Feel more equipped,Equipped and supported,Understand state of instruction,Valuable use of my time:,Clarity direction of work ahead,I learned something:,Likely to recommend Instruction Partners
a152E00000FVH3sQAH,District/Network 2,School 71,Professional Development,Virtual,2/9/2022,Facilitator 3,Facilitator 4,,,Assistant Principal,,,,Strongly Agree,,,Agree,,,9
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Teacher,,,,Neutral,,,Agree,,,5
a152E00000FVH3sQAH,District/Network 2,School 85,Professional Development,Virtual,2/9/2022,Facilitator 3,Facilitator 4,,,Assistant Principal,,,,Agree,,,Agree,,,9
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVI1DQAX,District/Network 31,School 87,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,District Leader / CMO Leader,,,,Somewhat Agree,,,Strongly Agree,,,10
a152E00000FVH6DQAX,District/Network 31,School 87,Progress Monitoring,Virtual,2/9/2022,Facilitator 5,,,,Principal,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,10
a152E00000FVH3sQAH,District/Network 2,School 91,Professional Development,Virtual,2/9/2022,Facilitator 3,Facilitator 4,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVFYQQA5,District/Network 3,School 105,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Somewhat Agree,,,Somewhat Agree,,,3
a152E00000FVFYQQA5,District/Network 3,School 134,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Somewhat Disagree,,,Somewhat Disagree,,,10
a152E00000FVFYQQA5,District/Network 3,School 140,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Principal,,,,Somewhat Agree,,,Somewhat Agree,,,7
a152E00000FVHU6QAP,District/Network 44,School 142,Walkthrough and Debrief,On-site,2/9/2022,Facilitator 26,,,,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVFYQQA5,District/Network 3,School 145,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Agree,,,10
a152E00000FVH3iQAH,District/Network 48,School 151,Leader Coaching,On-site,2/9/2022,Facilitator 7,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVH3iQAH,District/Network 48,School 151,Leader Coaching,On-site,2/9/2022,Facilitator 7,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVH3sQAH,District/Network 2,School 167,Professional Development,Virtual,2/9/2022,Facilitator 3,Facilitator 4,,,Assistant Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000FVIC8QAP,District/Network 60,School 173,Walkthrough and Debrief,On-site,2/9/2022,Facilitator 58,Facilitator 34,,,Teacher,,,,,,Agree,Agree,,Agree,9
a152E00000FVIC8QAP,District/Network 60,School 173,Walkthrough and Debrief,On-site,2/9/2022,Facilitator 58,Facilitator 34,,,Teacher Leader,,,,,,Agree,Agree,,Somewhat Agree,3
a152E00000FHyI8QAL,District/Network 60,School 178,Professional Development,Virtual,2/9/2022,Facilitator 59,,,,Teacher,,,,Strongly Agree,,,Agree,,,10
a152E00000FHyI8QAL,District/Network 60,School 178,Professional Development,Virtual,2/9/2022,Facilitator 59,,,,Teacher,,,,Agree,,,Somewhat Agree,,,8
a152E00000FHyI8QAL,District/Network 60,School 178,Professional Development,Virtual,2/9/2022,Facilitator 59,,,,Teacher,,,,Agree,,,Agree,,,10
a152E00000FHyI8QAL,District/Network 60,School 178,Professional Development,Virtual,2/9/2022,Facilitator 59,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVBiJQAX,District/Network 61,School 186,Walkthrough and Debrief,Virtual,2/9/2022,Facilitator 11,Facilitator 35,,,Other,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVBnfQAH,District/Network 61,School 186,Action Planning,Virtual,2/9/2022,Facilitator 35,Facilitator 11,Facilitator 37,,District Leader / CMO Leader,Agree,Agree,Agree,,,,Strongly Agree,,,
a152E00000FVBnfQAH,District/Network 61,School 186,Action Planning,Virtual,2/9/2022,Facilitator 35,Facilitator 11,Facilitator 37,,Assistant Principal,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,Strongly Disagree,,,
a152E00000FVBnfQAH,District/Network 61,School 186,Action Planning,Virtual,2/9/2022,Facilitator 35,Facilitator 11,Facilitator 37,,Other,Agree,Agree,Agree,,,,Agree,,,
a152E00000FVBnfQAH,District/Network 61,School 186,Action Planning,Virtual,2/9/2022,Facilitator 35,Facilitator 11,Facilitator 37,,Instructional Coach,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000FVH3nQAH,District/Network 2,School 81,Leader Coaching,On-site,2/9/2022,Facilitator 9,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVH6IQAX,District/Network 62,School 193,Walkthrough and Debrief,On-site,2/9/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Principal,,,,,,Somewhat Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVH6IQAX,District/Network 62,School 193,Walkthrough and Debrief,On-site,2/9/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Other,,,,,,Agree,Agree,,Agree,8
a152E00000FVH6IQAX,District/Network 62,School 193,Walkthrough and Debrief,On-site,2/9/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Assistant Principal,,,,,,Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVFYQQA5,District/Network 3,School 211,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Agree,,,Somewhat Agree,,,3
a152E00000FVFYQQA5,District/Network 3,School 211,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Principal,,,,Neutral,,,Neutral,,,7
a152E00000FVFYQQA5,District/Network 3,School 212,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVFYQQA5,District/Network 3,School 212,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Agree,,,Agree,,,8
a152E00000FVFYQQA5,District/Network 3,School 212,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,7
a152E00000FVFYQQA5,District/Network 3,School 213,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Agree,,,Agree,,,7
a152E00000FVFYQQA5,District/Network 3,School 213,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Agree,,,10
a152E00000FVFYQQA5,District/Network 3,School 214,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,6
a152E00000FVFYQQA5,District/Network 3,School 215,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Agree,,,Agree,,,7
a152E00000FVFYQQA5,District/Network 3,School 215,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Agree,,,Agree,,,3
a152E00000FVFYQQA5,District/Network 3,School 215,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Agree,,,Agree,,,3
a152E00000FVFYQQA5,District/Network 3,School 217,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVFYQQA5,District/Network 3,School 218,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVH5tQAH,District/Network 3,,Professional Development,Virtual,2/9/2022,Facilitator 5,,,,District Leader / CMO Leader,,,,Agree,,,Somewhat Agree,,,8
a152E00000FVI1DQAX,District/Network 31,,Professional Development,Virtual,2/9/2022,Facilitator 44,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FHyI8QAL,District/Network 60,,Professional Development,Virtual,2/9/2022,Facilitator 59,,,,Teacher,,,,Strongly Agree,,,Agree,,,10
a152E00000FV6xtQAD,District/Network 75,,Leader Coaching,On-site,2/9/2022,Facilitator 25,Facilitator 73,,,Instructional Coach,,,,Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FV6xtQAD,District/Network 75,,Leader Coaching,On-site,2/9/2022,Facilitator 25,Facilitator 73,,,Instructional Coach,,,,Strongly Disagree,,,Strongly Agree,,Strongly Disagree,
a152E00000FV6xtQAD,District/Network 75,,Leader Coaching,On-site,2/9/2022,Facilitator 25,Facilitator 73,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FV6xtQAD,District/Network 75,,Leader Coaching,On-site,2/9/2022,Facilitator 25,Facilitator 73,,,Principal,,,,Agree,,,Agree,,Agree,
a152E00000FVHSfQAP,District/Network 2,School 2,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Somewhat Agree,,,Somewhat Agree,,,7
a152E00000FVHSfQAP,District/Network 2,School 16,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 16,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 16,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 24,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 37,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 60,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 63,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSzQAP,District/Network 31,School 68,Progress Monitoring,Virtual,2/10/2022,Facilitator 5,,,,Principal,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 85,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000FVHSuQAP,District/Network 38,School 94,Leader Coaching,Virtual,2/10/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSuQAP,District/Network 38,School 96,Leader Coaching,Virtual,2/10/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSuQAP,District/Network 38,School 97,Leader Coaching,Virtual,2/10/2022,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,Agree,
a152E00000FVHSfQAP,District/Network 2,School 138,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSQQA5,District/Network 3,School 139,Leader Coaching,On-site,2/10/2022,Facilitator 7,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSaQAP,District/Network 3,School 140,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher Leader,,,,Somewhat Agree,,,Agree,,Agree,
a152E00000FVHSaQAP,District/Network 3,School 140,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher Leader,,,,Agree,,,Agree,,Agree,
a152E00000FVIACQA5,District/Network 44,School 141,Walkthrough and Debrief,On-site,2/10/2022,Facilitator 26,,,,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVHSaQAP,District/Network 3,School 140,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSaQAP,District/Network 3,School 145,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSaQAP,District/Network 3,School 145,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSaQAP,District/Network 3,School 145,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSaQAP,District/Network 3,School 145,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHSaQAP,District/Network 3,School 145,Leader Coaching,On-site,2/10/2022,Facilitator 9,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVIAHQA5,District/Network 55,School 162,Leader Coaching,On-site,2/10/2022,Facilitator 19,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVIAHQA5,District/Network 55,School 162,Leader Coaching,On-site,2/10/2022,Facilitator 19,,,,Principal,,,,Agree,,,Agree,,Neutral,
a152E00000FVHSfQAP,District/Network 2,School 167,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 168,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Teacher,,,,Strongly Disagree,,,Strongly Disagree,,,10
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Teacher,,,,Agree,,,Agree,,,10
a152E00000FVIBUQA5,District/Network 60,School 175,Leader Coaching,On-site,2/10/2022,Facilitator 57,Facilitator 32,,,Principal,,,,Agree,,,Strongly Agree,,Agree,
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Teacher,,,,Strongly Disagree,,,Strongly Disagree,,,10
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Teacher,,,,Strongly Disagree,,,Strongly Disagree,,,10
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Teacher,,,,Agree,,,Agree,,,10
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Other,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000FHqb8QAD,District/Network 60,School 175,Professional Development,On-site,2/10/2022,Facilitator 32,Facilitator 57,,,Other,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000FHyI9QAL,District/Network 60,School 178,Professional Development,Virtual,2/10/2022,Facilitator 59,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,8
a152E00000FHyI9QAL,District/Network 60,School 178,Professional Development,Virtual,2/10/2022,Facilitator 59,,,,Instructional Coach,,,,Agree,,,Agree,,,8
a152E00000FHyI9QAL,District/Network 60,School 178,Professional Development,Virtual,2/10/2022,Facilitator 59,,,,Instructional Coach,,,,Agree,,,Agree,,,8
a152E00000FHyI9QAL,District/Network 60,School 178,Professional Development,Virtual,2/10/2022,Facilitator 59,,,,Teacher,,,,Agree,,,Strongly Agree,,,10
a152E00000FVHSfQAP,District/Network 2,School 81,Professional Development,Virtual,2/10/2022,Facilitator 3,Facilitator 4,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHT4QAP,District/Network 62,School 192,Walkthrough and Debrief,On-site,2/10/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVHT4QAP,District/Network 62,School 192,Walkthrough and Debrief,On-site,2/10/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Assistant Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVIBjQAP,District/Network 4,,PLC Support,Virtual,2/10/2022,Facilitator 6,,,,Teacher,,,,Agree,,,Agree,,Agree,10
a152E00000FVHSkQAP,District/Network 46,,Teacher Coaching,Virtual,2/10/2022,Facilitator 11,,,,Teacher,,,,Neutral,,,Neutral,,Neutral,
a152E00000FVHTEQA5,District/Network 2,School 2,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 24,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Somewhat Agree,,,5
a152E00000FVHTEQA5,District/Network 2,School 37,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 50,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 60,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 71,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Strongly Agree,,,9
a152E00000FVHTEQA5,District/Network 2,School 85,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,5
a152E00000FVFgDQAX,District/Network 38,School 94,Professional Development,Virtual,2/11/2022,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 91,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVFgDQAX,District/Network 38,School 96,Professional Development,Virtual,2/11/2022,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 98,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVIBeQAP,District/Network 2,School 99,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,4
a152E00000FVIBeQAP,District/Network 2,School 104,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,9
a152E00000FVFgDQAX,District/Network 38,School 102,Professional Development,Virtual,2/11/2022,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVIBeQAP,District/Network 2,School 109,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Somewhat Agree,,,Somewhat Agree,,,8
a152E00000FVIBeQAP,District/Network 2,School 109,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000FVIBeQAP,District/Network 2,School 109,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVIBeQAP,District/Network 2,School 115,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000FVIBeQAP,District/Network 2,School 118,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,8
a152E00000FVIBeQAP,District/Network 2,School 122,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVIBeQAP,District/Network 2,School 122,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVIBeQAP,District/Network 2,School 129,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Strongly Agree,,,9
a152E00000FVIBeQAP,District/Network 2,School 136,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Neutral,,,Disagree,,,5
a152E00000FVIBeQAP,District/Network 2,School 136,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Neutral,,,Disagree,,,5
a152E00000FVIBeQAP,District/Network 2,School 136,Professional Development,Virtual,2/11/2022,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHTEQA5,District/Network 2,School 138,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,0
a152E00000FVpnKQAT,District/Network 56,School 163,Leader Coaching,On-site,2/11/2022,Facilitator 18,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FVHTEQA5,District/Network 2,School 167,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000FVHTEQA5,District/Network 2,School 81,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVHT9QAP,District/Network 62,School 190,Walkthrough and Debrief,On-site,2/11/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Principal,,,,,,Strongly Disagree,Strongly Disagree,,Strongly Disagree,10
a152E00000FVHT9QAP,District/Network 62,School 190,Walkthrough and Debrief,On-site,2/11/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVHT9QAP,District/Network 62,School 190,Walkthrough and Debrief,On-site,2/11/2022,Facilitator 51,Facilitator 46,Facilitator 60,,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FVBnpQAH,District/Network 65,School 203,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Teacher,,,,Agree,,,Agree,,,7
a152E00000FVBnpQAH,District/Network 65,School 203,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVBnpQAH,District/Network 65,School 204,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Teacher,,,,Agree,,,Agree,,,7
a152E00000FVBnpQAH,District/Network 65,School 205,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Teacher,,,,Agree,,,Somewhat Agree,,,8
a152E00000FVBnpQAH,District/Network 65,School 206,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Instructional Coach,,,,Agree,,,Strongly Agree,,,6
a152E00000FVBnpQAH,District/Network 65,School 206,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Teacher,,,,Somewhat Agree,,,Somewhat Agree,,,10
a152E00000FVBnpQAH,District/Network 65,School 206,Professional Development,On-site,2/11/2022,Facilitator 36,,,,Teacher,,,,Neutral,,,Neutral,,,7
a152E00000FVHTEQA5,District/Network 2,,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Agree,,,10
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Strongly Agree,,,Agree,,,10
a152E00000FVHTEQA5,District/Network 2,,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Somewhat Agree,,,Agree,,,6
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Somewhat Agree,,,Agree,,,9
a152E00000FVHTEQA5,District/Network 2,,Professional Development,Virtual,2/11/2022,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Somewhat Agree,,,Somewhat Agree,,,7
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Agree,,,Agree,,,8
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Agree,,,Agree,,,9
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Neutral,,,Neutral,,,1
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Agree,,,Strongly Agree,,,10
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Agree,,,Agree,,,9
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Somewhat Agree,,,Agree,,,8
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Agree,,,Agree,,,9
a152E00000FVH3dQAH,District/Network 71,,Professional Development,Virtual,2/11/2022,Facilitator 61,Facilitator 62,Facilitator 64,Facilitator 72,Other,,,,Agree,,,Agree,,,9
a152E00000FVs9IQAT,District/Network 27,School 61,Leader Coaching,Virtual,2/14/2022,Facilitator 24,,,,Teacher Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
